Sample UID,Observation UID,Sample Site UID,Dummy Sample,Circulation,Category Group Name,Project Number,Project Title,Project Region,Project Group Name,Campaign Name,Sample Site Name,Latitude,Longitude,Altitude,WMO Code,Country ISO Code,Sample Site Type Name,Sample Name,Sample Date,Sample Date Accuracy,Lith Adj Code,Lith Adj Name,Lith Noun Code,Lith Noun Name,Period From,Period To,Min Depth,Max Depth,Sampling Method Code,Sampling Method Name,Sample Media Type Code,Sample Media Type Name,Sample Info,Measurand Symbol,Observation Method Code,Observation Method Name,Measurand Prefix,Measurand Amount,Measurand Uncertainty,Measurand Unit,Observation Date,Observation Date Accuracy,Field Preparation Method Name,Data Provider Code,Data Provider Name,Quality Flag Code,Quality Flag Name
90f1ed5b-21d6-4074-9bf9-fc9dd703c67c,868103cd-108e-4c43-b647-3d1cafd7e1b2,a9686ad4-415a-4836-8695-bd2178655d2f,FALSE,Public,Precipitation,GNIP/M/DE/04,GNIP/Germany (UFZ Leipzig-Halle),Germany (Leipzig),GNIP - Monthly,Historic,LEIPZIG,51.35,12.43,125,1046900,DE,Precipitation collectors - unknown,198905,1989-05-15T00:00:00.0000000+02:00,Month,,,XXXX,Lithology Undefined,1989-05-01T00:00:00.0000000+02:00,1989-05-31T00:00:00.0000000+02:00,,,,,WPX,Precipitation - type unavailable,,Vp,,,,9.9,,hPa,,None,,42,Field measurement,,
90f1ed5b-21d6-4074-9bf9-fc9dd703c67c,676e4f5d-849e-4afc-a98a-6a03ba353c59,a9686ad4-415a-4836-8695-bd2178655d2f,FALSE,Public,Precipitation,GNIP/M/DE/04,GNIP/Germany (UFZ Leipzig-Halle),Germany (Leipzig),GNIP - Monthly,Historic,LEIPZIG,51.35,12.43,125,1046900,DE,Precipitation collectors - unknown,198905,1989-05-15T00:00:00.0000000+02:00,Month,,,XXXX,Lithology Undefined,1989-05-01T00:00:00.0000000+02:00,1989-05-31T00:00:00.0000000+02:00,,,,,WPX,Precipitation - type unavailable,,Precipitation,,,,12,,mm,,None,,42,Field measurement,,
90f1ed5b-21d6-4074-9bf9-fc9dd703c67c,ad67c615-c808-4cfe-ae13-68ababa0540a,a9686ad4-415a-4836-8695-bd2178655d2f,FALSE,Public,Precipitation,GNIP/M/DE/04,GNIP/Germany (UFZ Leipzig-Halle),Germany (Leipzig),GNIP - Monthly,Historic,LEIPZIG,51.35,12.43,125,1046900,DE,Precipitation collectors - unknown,198905,1989-05-15T00:00:00.0000000+02:00,Month,,,XXXX,Lithology Undefined,1989-05-01T00:00:00.0000000+02:00,1989-05-31T00:00:00.0000000+02:00,,,,,WPX,Precipitation - type unavailable,,TempAir,,,,14.5,,°C,,None,,42,Field measurement,,
bc36c8e8-27f6-4a59-9e97-36b0fc05d644,b0dc1509-bd8c-497d-81b0-eb6f39f3929c,a9686ad4-415a-4836-8695-bd2178655d2f,FALSE,Public,Precipitation,GNIP/M/DE/04,GNIP/Germany (UFZ Leipzig-Halle),Germany (Leipzig),GNIP - Monthly,Historic,LEIPZIG,51.35,12.43,125,1046900,DE,Precipitation collectors - unknown,198906,1989-06-15T00:00:00.0000000+02:00,Month,,,XXXX,Lithology Undefined,1989-06-01T00:00:00.0000000+02:00,1989-06-30T00:00:00.0000000+02:00,,,,,WPX,Precipitation - type unavailable,,O18,,,,-7,,‰ vs VSMOW-SLAP,,None,,185,Umweltforschungszentrum Leipzig-Halle GmbH,,
bc36c8e8-27f6-4a59-9e97-36b0fc05d644,be26a291-eafa-4e4a-b47e-9c0ca03578eb,a9686ad4-415a-4836-8695-bd2178655d2f,FALSE,Public,Precipitation,GNIP/M/DE/04,GNIP/Germany (UFZ Leipzig-Halle),Germany (Leipzig),GNIP - Monthly,Historic,LEIPZIG,51.35,12.43,125,1046900,DE,Precipitation collectors - unknown,198906,1989-06-15T00:00:00.0000000+02:00,Month,,,XXXX,Lithology Undefined,1989-06-01T00:00:00.0000000+02:00,1989-06-30T00:00:00.0000000+02:00,,,,,WPX,Precipitation - type unavailable,,H2,,,,-47.6,,‰ vs VSMOW-SLAP,,None,,185,Umweltforschungszentrum Leipzig-Halle GmbH,,
bc36c8e8-27f6-4a59-9e97-36b0fc05d644,2eae02c4-e74d-4213-8632-1a996f805712,a9686ad4-415a-4836-8695-bd2178655d2f,FALSE,Public,Precipitation,GNIP/M/DE/04,GNIP/Germany (UFZ Leipzig-Halle),Germany (Leipzig),GNIP - Monthly,Historic,LEIPZIG,51.35,12.43,125,1046900,DE,Precipitation collectors - unknown,198906,1989-06-15T00:00:00.0000000+02:00,Month,,,XXXX,Lithology Undefined,1989-06-01T00:00:00.0000000+02:00,1989-06-30T00:00:00.0000000+02:00,,,,,WPX,Precipitation - type unavailable,,H3,,,,32.2,,TU,,None,,185,Umweltforschungszentrum Leipzig-Halle GmbH,,
bc36c8e8-27f6-4a59-9e97-36b0fc05d644,02a6a4af-9d33-41da-a6d4-9dc7bb68e8f2,a9686ad4-415a-4836-8695-bd2178655d2f,FALSE,Public,Precipitation,GNIP/M/DE/04,GNIP/Germany (UFZ Leipzig-Halle),Germany (Leipzig),GNIP - Monthly,Historic,LEIPZIG,51.35,12.43,125,1046900,DE,Precipitation collectors - unknown,198906,1989-06-15T00:00:00.0000000+02:00,Month,,,XXXX,Lithology Undefined,1989-06-01T00:00:00.0000000+02:00,1989-06-30T00:00:00.0000000+02:00,,,,,WPX,Precipitation - type unavailable,,Vp,,,,11.1,,hPa,,None,,42,Field measurement,,
bc36c8e8-27f6-4a59-9e97-36b0fc05d644,5fcd8dff-9a74-40cc-a672-43eb4aa548ca,a9686ad4-415a-4836-8695-bd2178655d2f,FALSE,Public,Precipitation,GNIP/M/DE/04,GNIP/Germany (UFZ Leipzig-Halle),Germany (Leipzig),GNIP - Monthly,Historic,LEIPZIG,51.35,12.43,125,1046900,DE,Precipitation collectors - unknown,198906,1989-06-15T00:00:00.0000000+02:00,Month,,,XXXX,Lithology Undefined,1989-06-01T00:00:00.0000000+02:00,1989-06-30T00:00:00.0000000+02:00,,,,,WPX,Precipitation - type unavailable,,Precipitation,,,,20,,mm,,None,,42,Field measurement,,
bc36c8e8-27f6-4a59-9e97-36b0fc05d644,65572c02-2c7f-4b87-b353-bf43a2f94760,a9686ad4-415a-4836-8695-bd2178655d2f,FALSE,Public,Precipitation,GNIP/M/DE/04,GNIP/Germany (UFZ Leipzig-Halle),Germany (Leipzig),GNIP - Monthly,Historic,LEIPZIG,51.35,12.43,125,1046900,DE,Precipitation collectors - unknown,198906,1989-06-15T00:00:00.0000000+02:00,Month,,,XXXX,Lithology Undefined,1989-06-01T00:00:00.0000000+02:00,1989-06-30T00:00:00.0000000+02:00,,,,,WPX,Precipitation - type unavailable,,TempAir,,,,16.6,,°C,,None,,42,Field measurement,,
0554701e-a038-42f0-8422-b8ef920b431f,b20b4c2b-3317-4d19-870e-51367f785097,a9686ad4-415a-4836-8695-bd2178655d2f,FALSE,Public,Precipitation,GNIP/M/DE/04,GNIP/Germany (UFZ Leipzig-Halle),Germany (Leipzig),GNIP - Monthly,Historic,LEIPZIG,51.35,12.43,125,1046900,DE,Precipitation collectors - unknown,198907,1989-07-15T00:00:00.0000000+02:00,Month,,,XXXX,Lithology Undefined,1989-07-01T00:00:00.0000000+02:00,1989-07-31T00:00:00.0000000+02:00,,,,,WPX,Precipitation - type unavailable,,O18,,,,-5.9,,‰ vs VSMOW-SLAP,,None,,185,Umweltforschungszentrum Leipzig-Halle GmbH,,
